player_id,name_first,name_last,hand,dob,ioc,height,full_name
200748,Venus,Williams,R,1980-06-17,USA,185.0,Venus Williams
201427,Alize,Cornet,R,1990-01-22,FRA,173.0,Alize Cornet
201435,Kateryna,Bondarenko,R,1986-08-08,UKR,175.0,Kateryna Bondarenko
201458,Victoria,Azarenka,R,1989-07-31,BLR,180.0,Victoria Azarenka
201478,Varvara,Lepchenko,L,1986-05-21,USA,180.0,Varvara Lepchenko
201481,Tamira,Paszek,R,1990-12-06,AUT,165.0,Tamira Paszek
201493,Angelique,Kerber,L,1988-01-18,GER,173.0,Angelique Kerber
201496,Caroline,Wozniacki,R,1990-07-11,DEN,177.0,Caroline Wozniacki
201499,Anastasia,Pavlyuchenkova,R,1991-07-03,RUS,177.0,Anastasia Pavlyuchenkova
201506,Sara,Errani,R,1987-04-29,ITA,164.0,Sara Errani
201514,Sorana,Cirstea,R,1990-04-07,ROU,176.0,Sorana Cirstea
201518,Yanina,Wickmayer,R,1989-10-20,BEL,182.0,Yanina Wickmayer
201533,Shuai,Zhang,R,1989-01-21,CHN,177.0,Shuai Zhang
201540,Kristina,Mladenovic,R,1993-05-14,FRA,184.0,Kristina Mladenovic
201545,Anastasija,Sevastova,R,1990-04-13,LAT,169.0,Anastasija Sevastova
201548,Ajla,Tomljanovic,R,1993-05-07,AUS,180.0,Ajla Tomljanovic
201549,Petra,Martic,R,1991-01-19,CRO,181.0,Petra Martic
201551,Arantxa,Rus,L,1990-12-13,NED,180.0,Arantxa Rus
201585,Sloane,Stephens,R,1993-03-20,USA,170.0,Sloane Stephens
201586,Heather,Watson,R,1992-05-19,GBR,170.0,Heather Watson
201593,Irina Camelia,Begu,R,1990-08-26,ROU,181.0,Irina Camelia Begu
201594,Simona,Halep,R,1991-09-27,ROU,168.0,Simona Halep
201603,Shelby,Rogers,R,1992-10-13,USA,175.0,Shelby Rogers
201606,Rebecca,Marino,R,1990-12-16,CAN,183.0,Rebecca Marino
201610,Zarina,Diyas,R,1993-10-18,KAZ,172.0,Zarina Diyas
201611,Daria,Saville,R,1994-03-05,AUS,166.0,Daria Saville
201613,Arina,Rodionova,R,1989-12-15,AUS,168.0,Arina Rodionova
